run_id,backend,imgsz,threads,sample_idx,latency_lay_khung_ms,latency_ms,latency_tong_ms,fps_instant,fps_tong_instant,n_faces,conf_top,cpu_temp_c
bench_detect_camera_20260908_1449,onnx,320,4,85,15.734299988253042,38.81980000005569,54.554099988308735,25.760050283581197,18.330427964429912,0,,
bench_detect_camera_20260908_1449,onnx,320,4,86,10.765700004412793,26.123400006326847,36.88910001073964,38.279856364707854,27.108278589308682,0,,
bench_detect_camera_20260908_1449,onnx,320,4,87,10.09850000264123,25.805299999774434,35.903800002415664,38.75172929625856,27.852205057200585,0,,
bench_detect_camera_20260908_1449,onnx,320,4,88,7.910300002549775,25.874400002066977,33.78470000461675,38.64823918313526,29.59919726572525,0,,
bench_detect_camera_20260908_1449,onnx,320,4,89,8.734700008062646,24.629699997603893,33.36440000566654,40.6013877593834,29.972066029365497,0,,
bench_detect_camera_20260908_1449,onnx,320,4,90,5.710700002964586,23.06059999682475,28.771299999789335,43.36400614631413,34.756858397337695,0,,
bench_detect_camera_20260908_1449,onnx,320,4,91,7.540400009020232,24.620099997264333,32.160500006284565,40.61721926844794,31.094043929807917,0,,
bench_detect_camera_20260908_1449,onnx,320,4,92,8.207799997762777,23.955600001499988,32.163399999262765,41.743892865859536,31.09124035465534,0,,
bench_detect_camera_20260908_1449,onnx,320,4,93,7.894399997894652,25.487599996267818,33.38199999416247,39.23476514644106,29.956263860010502,0,,
bench_detect_camera_20260908_1449,onnx,320,4,94,6.244799995329231,25.91690000554081,32.16170000087004,38.5848616071447,31.092883770850044,0,,
bench_detect_camera_20260908_1449,onnx,320,4,95,7.784100002027117,24.062700002104975,31.846800004132092,41.55809613686416,31.400329071374546,0,,
bench_detect_camera_20260908_1449,onnx,320,4,96,8.682100000442006,25.72140000120271,34.403500001644716,38.878132603716786,29.066810061540057,0,,
bench_detect_camera_20260908_1449,onnx,320,4,97,6.365799999912269,24.191599994082935,30.557399993995205,41.33666232264884,32.72529731575686,0,,
bench_detect_camera_20260908_1449,onnx,320,4,98,7.0933999959379435,22.926399993593805,30.019799989531748,43.61783796319633,33.31134785537251,0,,
bench_detect_camera_20260908_1449,onnx,320,4,99,6.542900009662844,27.13509999739472,33.67800000705756,36.85263736253087,29.692974635977194,0,,
